object,warning,scene,interacted,participant,order
Frame,scaleDown,normal,TRUE,22,1
InteractablePen,red,open,TRUE,22,2
LightSwitch,no_warning,garage,TRUE,22,3
PlantSelector,scaleDown,open,TRUE,22,4
Frame,Blur,garage,TRUE,22,5
PlantSelector,Blur,party,TRUE,22,6
LightSwitch,Blur,normal,TRUE,22,7
Frame,red,party,TRUE,22,8
InteractablePen,scaleDown,normal,TRUE,22,9
PlantSelector,popup,garage,TRUE,22,10
Frame,no_warning,open,TRUE,22,11
InteractablePen,red,garage,TRUE,22,12
LightSwitch,scaleDown,open,TRUE,22,13
InteractablePen,scaleDown,party,TRUE,22,14
PlantSelector,no_warning,normal,TRUE,22,15
LightSwitch,red,party,TRUE,22,16
Frame,popup,normal,TRUE,22,17
InteractablePen,scaleDown,open,TRUE,22,18
LightSwitch,Blur,garage,TRUE,22,19
PlantSelector,no_warning,open,TRUE,22,20
Frame,no_warning,garage,TRUE,22,21
PlantSelector,popup,party,TRUE,22,22
LightSwitch,scaleDown,normal,TRUE,22,23
Frame,no_warning,party,TRUE,22,24
InteractablePen,popup,normal,TRUE,22,25
PlantSelector,red,garage,TRUE,22,26
Frame,Blur,open,TRUE,22,27
InteractablePen,popup,garage,TRUE,22,28
LightSwitch,no_warning,open,TRUE,22,29
InteractablePen,Blur,party,TRUE,22,30
PlantSelector,Blur,normal,TRUE,22,31
LightSwitch,scaleDown,party,TRUE,22,32
Frame,no_warning,normal,TRUE,22,33
InteractablePen,no_warning,open,TRUE,22,34
LightSwitch,scaleDown,garage,TRUE,22,35
PlantSelector,red,open,TRUE,22,36
Frame,popup,garage,TRUE,22,37
PlantSelector,scaleDown,party,TRUE,22,38
LightSwitch,no_warning,normal,TRUE,22,39
Frame,popup,party,TRUE,22,40
InteractablePen,no_warning,normal,TRUE,22,41
PlantSelector,scaleDown,garage,TRUE,22,42
Frame,scaleDown,open,TRUE,22,43
InteractablePen,scaleDown,garage,TRUE,22,44
LightSwitch,red,open,TRUE,22,45
InteractablePen,red,party,TRUE,22,46
PlantSelector,scaleDown,normal,TRUE,22,47
LightSwitch,popup,party,TRUE,22,48
Frame,red,normal,TRUE,22,49
InteractablePen,Blur,open,TRUE,22,50
LightSwitch,red,garage,TRUE,22,51
PlantSelector,popup,open,FALSE,22,52
Frame,scaleDown,garage,FALSE,22,53
PlantSelector,no_warning,party,TRUE,22,54
LightSwitch,popup,normal,TRUE,22,55
Frame,Blur,party,TRUE,22,56
InteractablePen,red,normal,TRUE,22,57
PlantSelector,Blur,garage,TRUE,22,58
Frame,popup,open,TRUE,22,59
InteractablePen,no_warning,garage,TRUE,22,60
LightSwitch,Blur,open,TRUE,22,61
InteractablePen,no_warning,party,TRUE,22,62
PlantSelector,popup,normal,TRUE,22,63
LightSwitch,no_warning,party,TRUE,22,64
Frame,Blur,normal,TRUE,22,65
InteractablePen,popup,open,TRUE,22,66
LightSwitch,popup,garage,TRUE,22,67
PlantSelector,Blur,open,TRUE,22,68
Frame,red,garage,TRUE,22,69
PlantSelector,red,party,TRUE,22,70
LightSwitch,red,normal,TRUE,22,71
Frame,scaleDown,party,TRUE,22,72
InteractablePen,Blur,normal,TRUE,22,73
PlantSelector,no_warning,garage,TRUE,22,74
Frame,red,open,TRUE,22,75
InteractablePen,Blur,garage,TRUE,22,76
LightSwitch,popup,open,TRUE,22,77
InteractablePen,popup,party,TRUE,22,78
PlantSelector,red,normal,TRUE,22,79
LightSwitch,Blur,party,TRUE,22,80
LightSwitch,scaleDown,normal,TRUE,23,1
Frame,no_warning,party,TRUE,23,2
InteractablePen,popup,normal,TRUE,23,3
PlantSelector,red,garage,TRUE,23,4
Frame,Blur,open,TRUE,23,5
InteractablePen,popup,garage,TRUE,23,6
LightSwitch,no_warning,open,TRUE,23,7
InteractablePen,Blur,party,TRUE,23,8
PlantSelector,Blur,normal,TRUE,23,9
LightSwitch,scaleDown,party,TRUE,23,10
Frame,no_warning,normal,TRUE,23,11
InteractablePen,no_warning,open,TRUE,23,12
LightSwitch,scaleDown,garage,TRUE,23,13
PlantSelector,red,open,TRUE,23,14
Frame,popup,garage,TRUE,23,15
PlantSelector,scaleDown,party,TRUE,23,16
LightSwitch,no_warning,normal,TRUE,23,17
Frame,popup,party,TRUE,23,18
InteractablePen,no_warning,normal,TRUE,23,19
PlantSelector,scaleDown,garage,TRUE,23,20
Frame,scaleDown,open,TRUE,23,21
InteractablePen,scaleDown,garage,TRUE,23,22
LightSwitch,red,open,TRUE,23,23
InteractablePen,red,party,FALSE,23,24
PlantSelector,scaleDown,normal,TRUE,23,25
LightSwitch,popup,party,FALSE,23,26
Frame,red,normal,FALSE,23,27
InteractablePen,Blur,open,TRUE,23,28
LightSwitch,red,garage,TRUE,23,29
PlantSelector,popup,open,TRUE,23,30
Frame,scaleDown,garage,TRUE,23,31
PlantSelector,no_warning,party,TRUE,23,32
LightSwitch,popup,normal,FALSE,23,33
Frame,Blur,party,TRUE,23,34
InteractablePen,red,normal,FALSE,23,35
PlantSelector,Blur,garage,TRUE,23,36
Frame,popup,open,TRUE,23,37
InteractablePen,no_warning,garage,TRUE,23,38
LightSwitch,Blur,open,TRUE,23,39
InteractablePen,no_warning,party,TRUE,23,40
PlantSelector,popup,normal,TRUE,23,41
LightSwitch,no_warning,party,TRUE,23,42
Frame,Blur,normal,TRUE,23,43
InteractablePen,popup,open,TRUE,23,44
LightSwitch,popup,garage,FALSE,23,45
PlantSelector,Blur,open,TRUE,23,46
Frame,red,garage,FALSE,23,47
PlantSelector,red,party,TRUE,23,48
LightSwitch,red,normal,TRUE,23,49
Frame,scaleDown,party,TRUE,23,50
InteractablePen,Blur,normal,TRUE,23,51
PlantSelector,no_warning,garage,TRUE,23,52
Frame,red,open,FALSE,23,53
InteractablePen,Blur,garage,TRUE,23,54
LightSwitch,popup,open,FALSE,23,55
InteractablePen,popup,party,TRUE,23,56
PlantSelector,red,normal,FALSE,23,57
LightSwitch,Blur,party,TRUE,23,58
Frame,scaleDown,normal,TRUE,23,59
InteractablePen,red,open,FALSE,23,60
LightSwitch,no_warning,garage,TRUE,23,61
PlantSelector,scaleDown,open,FALSE,23,62
Frame,Blur,garage,TRUE,23,63
PlantSelector,Blur,party,FALSE,23,64
LightSwitch,Blur,normal,TRUE,23,65
Frame,red,party,FALSE,23,66
InteractablePen,scaleDown,normal,TRUE,23,67
PlantSelector,popup,garage,FALSE,23,68
Frame,no_warning,open,TRUE,23,69
InteractablePen,red,garage,FALSE,23,70
LightSwitch,scaleDown,open,TRUE,23,71
InteractablePen,scaleDown,party,FALSE,23,72
PlantSelector,no_warning,normal,FALSE,23,73
LightSwitch,red,party,FALSE,23,74
Frame,popup,normal,TRUE,23,75
InteractablePen,scaleDown,open,FALSE,23,76
LightSwitch,Blur,garage,TRUE,23,77
PlantSelector,no_warning,open,FALSE,23,78
Frame,no_warning,garage,TRUE,23,79
PlantSelector,popup,party,FALSE,23,80
InteractablePen,red,party,TRUE,24,1
PlantSelector,scaleDown,normal,TRUE,24,2
LightSwitch,popup,party,TRUE,24,3
Frame,red,normal,TRUE,24,4
InteractablePen,Blur,open,TRUE,24,5
LightSwitch,red,garage,TRUE,24,6
PlantSelector,popup,open,TRUE,24,7
Frame,scaleDown,garage,TRUE,24,8
PlantSelector,no_warning,party,TRUE,24,9
LightSwitch,popup,normal,TRUE,24,10
Frame,Blur,party,TRUE,24,11
InteractablePen,red,normal,TRUE,24,12
PlantSelector,Blur,garage,TRUE,24,13
Frame,popup,open,TRUE,24,14
InteractablePen,no_warning,garage,TRUE,24,15
LightSwitch,Blur,open,TRUE,24,16
InteractablePen,no_warning,party,TRUE,24,17
PlantSelector,popup,normal,TRUE,24,18
LightSwitch,no_warning,party,TRUE,24,19
Frame,Blur,normal,TRUE,24,20
InteractablePen,popup,open,TRUE,24,21
LightSwitch,popup,garage,TRUE,24,22
PlantSelector,Blur,open,TRUE,24,23
Frame,red,garage,TRUE,24,24
PlantSelector,red,party,TRUE,24,25
LightSwitch,red,normal,TRUE,24,26
Frame,scaleDown,party,TRUE,24,27
InteractablePen,Blur,normal,TRUE,24,28
PlantSelector,no_warning,garage,TRUE,24,29
Frame,red,open,TRUE,24,30
InteractablePen,Blur,garage,TRUE,24,31
LightSwitch,popup,open,TRUE,24,32
InteractablePen,popup,party,TRUE,24,33
PlantSelector,red,normal,TRUE,24,34
LightSwitch,Blur,party,TRUE,24,35
Frame,scaleDown,normal,TRUE,24,36
InteractablePen,red,open,TRUE,24,37
LightSwitch,no_warning,garage,TRUE,24,38
PlantSelector,scaleDown,open,TRUE,24,39
Frame,Blur,garage,TRUE,24,40
PlantSelector,Blur,party,TRUE,24,41
LightSwitch,Blur,normal,TRUE,24,42
Frame,red,party,TRUE,24,43
InteractablePen,scaleDown,normal,TRUE,24,44
PlantSelector,popup,garage,TRUE,24,45
Frame,no_warning,open,TRUE,24,46
InteractablePen,red,garage,TRUE,24,47
LightSwitch,scaleDown,open,TRUE,24,48
InteractablePen,scaleDown,party,TRUE,24,49
PlantSelector,no_warning,normal,TRUE,24,50
LightSwitch,red,party,TRUE,24,51
Frame,popup,normal,TRUE,24,52
InteractablePen,scaleDown,open,TRUE,24,53
LightSwitch,Blur,garage,TRUE,24,54
PlantSelector,no_warning,open,TRUE,24,55
Frame,no_warning,garage,TRUE,24,56
PlantSelector,popup,party,TRUE,24,57
LightSwitch,scaleDown,normal,TRUE,24,58
Frame,no_warning,party,TRUE,24,59
InteractablePen,popup,normal,TRUE,24,60
PlantSelector,red,garage,TRUE,24,61
Frame,Blur,open,TRUE,24,62
InteractablePen,popup,garage,TRUE,24,63
LightSwitch,no_warning,open,TRUE,24,64
InteractablePen,Blur,party,TRUE,24,65
PlantSelector,Blur,normal,TRUE,24,66
LightSwitch,scaleDown,party,TRUE,24,67
Frame,no_warning,normal,TRUE,24,68
InteractablePen,no_warning,open,TRUE,24,69
LightSwitch,scaleDown,garage,TRUE,24,70
PlantSelector,red,open,TRUE,24,71
Frame,popup,garage,TRUE,24,72
PlantSelector,scaleDown,party,TRUE,24,73
LightSwitch,no_warning,normal,TRUE,24,74
Frame,popup,party,TRUE,24,75
InteractablePen,no_warning,normal,TRUE,24,76
PlantSelector,scaleDown,garage,TRUE,24,77
Frame,scaleDown,open,TRUE,24,78
InteractablePen,scaleDown,garage,TRUE,24,79
LightSwitch,red,open,TRUE,24,80
InteractablePen,Blur,garage,TRUE,25,1
LightSwitch,popup,open,TRUE,25,2
InteractablePen,popup,party,TRUE,25,3
PlantSelector,red,normal,TRUE,25,4
LightSwitch,Blur,party,TRUE,25,5
Frame,scaleDown,normal,TRUE,25,6
InteractablePen,red,open,TRUE,25,7
LightSwitch,no_warning,garage,TRUE,25,8
PlantSelector,scaleDown,open,TRUE,25,9
Frame,Blur,garage,TRUE,25,10
PlantSelector,Blur,party,TRUE,25,11
LightSwitch,Blur,normal,TRUE,25,12
Frame,red,party,TRUE,25,13
InteractablePen,scaleDown,normal,FALSE,25,14
PlantSelector,popup,garage,TRUE,25,15
Frame,no_warning,open,TRUE,25,16
InteractablePen,red,garage,TRUE,25,17
LightSwitch,scaleDown,open,TRUE,25,18
InteractablePen,scaleDown,party,FALSE,25,19
PlantSelector,no_warning,normal,TRUE,25,20
LightSwitch,red,party,TRUE,25,21
Frame,popup,normal,TRUE,25,22
InteractablePen,scaleDown,open,TRUE,25,23
LightSwitch,Blur,garage,TRUE,25,24
PlantSelector,no_warning,open,TRUE,25,25
Frame,no_warning,garage,TRUE,25,26
PlantSelector,popup,party,FALSE,25,27
LightSwitch,scaleDown,normal,TRUE,25,28
Frame,no_warning,party,TRUE,25,29
InteractablePen,popup,normal,TRUE,25,30
PlantSelector,red,garage,TRUE,25,31
Frame,Blur,open,TRUE,25,32
InteractablePen,popup,garage,TRUE,25,33
LightSwitch,no_warning,open,TRUE,25,34
InteractablePen,Blur,party,FALSE,25,35
PlantSelector,Blur,normal,TRUE,25,36
LightSwitch,scaleDown,party,FALSE,25,37
Frame,no_warning,normal,TRUE,25,38
InteractablePen,no_warning,open,TRUE,25,39
LightSwitch,scaleDown,garage,TRUE,25,40
PlantSelector,red,open,TRUE,25,41
Frame,popup,garage,TRUE,25,42
PlantSelector,scaleDown,party,TRUE,25,43
LightSwitch,no_warning,normal,TRUE,25,44
Frame,popup,party,TRUE,25,45
InteractablePen,no_warning,normal,TRUE,25,46
PlantSelector,scaleDown,garage,TRUE,25,47
Frame,scaleDown,open,FALSE,25,48
InteractablePen,scaleDown,garage,FALSE,25,49
LightSwitch,red,open,TRUE,25,50
InteractablePen,red,party,FALSE,25,51
PlantSelector,scaleDown,normal,TRUE,25,52
LightSwitch,popup,party,TRUE,25,53
Frame,red,normal,FALSE,25,54
InteractablePen,Blur,open,FALSE,25,55
LightSwitch,red,garage,TRUE,25,56
PlantSelector,popup,open,TRUE,25,57
Frame,scaleDown,garage,FALSE,25,58
PlantSelector,no_warning,party,TRUE,25,59
LightSwitch,popup,normal,FALSE,25,60
Frame,Blur,party,TRUE,25,61
InteractablePen,red,normal,TRUE,25,62
PlantSelector,Blur,garage,FALSE,25,63
Frame,popup,open,TRUE,25,64
InteractablePen,no_warning,garage,FALSE,25,65
LightSwitch,Blur,open,TRUE,25,66
InteractablePen,no_warning,party,FALSE,25,67
PlantSelector,popup,normal,TRUE,25,68
LightSwitch,no_warning,party,TRUE,25,69
Frame,Blur,normal,TRUE,25,70
InteractablePen,popup,open,TRUE,25,71
LightSwitch,popup,garage,FALSE,25,72
PlantSelector,Blur,open,TRUE,25,73
Frame,red,garage,FALSE,25,74
PlantSelector,red,party,FALSE,25,75
LightSwitch,red,normal,TRUE,25,76
Frame,scaleDown,party,FALSE,25,77
InteractablePen,Blur,normal,TRUE,25,78
PlantSelector,no_warning,garage,TRUE,25,79
Frame,red,open,FALSE,25,80
