code;object;action;start_time;end_time;duration;object_group;warning; ; 
1674811334_315888;monitor;hover;326,7592;328,0118;1,2526;;no_warning;;
1674811334_315888;monitor;select;328,0118;328,1373;0,1255;;no_warning;;
1674811334_315888;monitorpin;beginhighlight;328,5544;334,0264;5,472;;no_warning;;
1674811334_315888;interactablepen;hover;341,9204;341,9897;0,0693;pen;no_warning;;
1674811334_315888;interactablepen;select;341,9897;346,2916;4,3019;pen;no_warning;;
1674811334_315888;microphone;hover;359,936;359,9778;0,0418;;no_warning;;
1674811334_315888;microphone;select;359,9778;360,799;0,8212;;no_warning;;
1677521133_110104;monitor;hover;87,58497;88,0267;0,44173;;no_warning;;
1677521133_110104;monitor;hover;88,4979;90,25292;1,75502;;no_warning;;
1677521133_110104;frame;hover;90,6021;91,17316;0,57106;frame;no_warning;;
1677521133_110104;monitor;hover;94,60016;95,12865;0,52849;;no_warning;;
1677521133_110104;monitor;hover;96,92681;97,8457;0,91889;;no_warning;;
1677521133_110104;clipboard;hover;99,34918;100,0732;0,72402;;no_warning;;
1677521133_110104;monitor;hover;100,9503;101,0894;0,1391;;no_warning;;
1677521133_110104;monitor;hover;102,3845;102,5235;0,139;;no_warning;;
1677521133_110104;frame;hover;102,8565;103,5522;0,6957;frame;no_warning;;
1677521133_110104;frame;hover;105,0423;105,1821;0,1398;frame;no_warning;;
1677521133_110104;monitor;hover;105,3493;105,5029;0,1536;;no_warning;;
1677521133_110104;easel;hover;106,2123;106,2544;0,0421;;no_warning;;
1677521133_110104;easel;hover;106,3099;109,1364;2,8265;;no_warning;;
1677521133_110104;easel;select;100,0732;109,5396;9,4664;;no_warning;;
1677521133_110104;blackboardpin;beginhighlight;109,8181;114,9139;5,0958;;no_warning;;
1677521133_110104;lightswitch;hover;118,6311;118,6593;0,0282;light;no_warning;;
1677521133_110104;lightswitch;select;118,6593;118,7295;0,0702;light;no_warning;;
1677521133_110104;monitor;hover;121,4018;121,4574;0,0556;;no_warning;;
1677521133_110104;monitor;hover;121,7219;122,3207;0,5988;;no_warning;;
1677521133_110104;stickynote;hover;125,6201;125,9822;0,3621;;no_warning;;
1677521133_110104;stickynote;select;125,9822;126,1489;0,1667;;no_warning;;
1677521133_110104;stickynote;select;126,5392;128,9753;2,4361;;no_warning;;
1677521133_110104;stickynote;select;129,2258;129,7969;0,5711;;no_warning;;
1677521133_110104;monitor;hover;130,3951;130,5205;0,1254;;no_warning;;
1677521133_110104;monitor;hover;131,0774;131,6065;0,5291;;no_warning;;
1677521133_110104;monitor;hover;131,6897;131,9959;0,3062;;no_warning;;
1677521133_110104;plantselector;warningstart;132,6216;132,7393;0,1177;plant;red;;
1677521133_110104;plantselector;warningstart;132,7829;132,8403;0,0574;plant;red;;
1677521133_110104;plantselector;warningstart;132,8824;133,12;0,2376;plant;red;;
1677521133_110104;plantselector;warningstart;133,1758;133,802;0,6262;plant;red;;
1677521133_110104;plantselector;warningstart;133,8294;133,9274;0,098;plant;red;;
1677521133_110104;plantselector;warningstart;134,2067;134,2347;0,028;plant;red;;
1677521133_110104;plantselector;warningstart;134,2481;134,2762;0,0281;plant;red;;
1677521133_110104;plantselector;warningstart;134,2896;134,318;0,0284;plant;red;;
1677521133_110104;plantselector;warningstart;134,3731;134,6935;0,3204;plant;red;;
1677521133_110104;plantselector;warningstart;134,7081;135,098;0,3899;plant;red;;
1677521133_110104;plantselector;warningstart;135,1116;137,8828;2,7712;plant;red;;
1677521133_110104;plantselector;warningstart;137,9102;137,9523;0,0421;plant;red;;
1677521133_110104;plantselector;warningstart;138,3705;138,5375;0,167;plant;red;;
1677521133_110104;plantselector;warningstart;138,593;139,2893;0,6963;plant;red;;
1677521133_110104;plantselector;warningstart;139,3309;139,693;0,3621;plant;red;;
1677521133_110104;plantselector;warningstart;139,7211;139,7772;0,0561;plant;red;;
1677521133_110104;plantselector;select;140,612;140,7376;0,1256;plant;red;;
1677521133_110104;plantselector;hover;132,6216;140,7376;8,116;plant;red;;
1677521133_110104;frame;hover;141,5188;141,5606;0,0418;frame;no_warning;;
1677521133_110104;monitor;hover;141,7835;144,7617;2,9782;;no_warning;;
1677521133_110104;frame;hover;144,9427;145,6808;0,7381;frame;no_warning;;
1677521133_110104;frame;select;145,6808;145,7382;0,0574;frame;no_warning;;
1677521133_110104;frame;hover;146,9619;146,9758;0,0139;frame;no_warning;;
1677521133_110104;framepin;entering_pin_time;146,1674;153,9222;7,7548;frame;no_warning;;
1677521133_110104;monitor;hover;154,9256;156,29;1,3644;;no_warning;;
1677521133_110104;monitor;select;156,29;156,3068;0,0168;;no_warning;;
1677521133_110104;monitor;hover;156,5266;156,6379;0,1113;;no_warning;;
1677521133_110104;monitorpin;beginhighlight;156,8323;160,4947;3,6624;;no_warning;;
1677521133_110104;interactablepen;hover;163,8916;164,0166;0,125;pen;red;;
1677521133_110104;interactablepen;select;164,0166;166,035;2,0184;pen;red;;
1677521133_110104;interactablepen;halo_on;163,725;166,1878;2,4628;pen;red;;
1677521133_110104;interactablepen;hover;169,1255;169,2649;0,1394;pen;red;;
1677521133_110104;interactablepen;select;169,2649;170,4902;1,2253;pen;red;;
1677521133_110104;interactablepen;halo_on;168,8479;170,8662;2,0183;pen;red;;
1677521133_110104;clipboard;hover;172,189;172,4539;0,2649;;no_warning;;
1677521133_110104;clipboard;select;172,4539;173,7348;1,2809;;no_warning;;
1677521133_110104;microphone;hover;174,7789;174,8899;0,111;;no_warning;;
1677516212_955190;monitor;hover;24,24088;24,26818;0,0273;;no_warning;;
1677516212_955190;lightswitch;select;35,08935;59,29974;24,21039;light;no_warning;;
1677516212_955190;stickynote;hover;67,29037;67,41615;0,12578;;no_warning;;
1677516212_955190;stickynote;select;67,41615;75,40775;7,9916;;no_warning;;
1677516212_955190;monitor;hover;80,86461;81,3377;0,47309;;no_warning;;
1677516212_955190;plantselector;warningstart;83,23206;83,2737;0,04164;plant;Blur;;
1677516212_955190;plantselector;select;84,34478;84,37258;0,0278;plant;Blur;;
1677516212_955190;plantselector;hover;83,23206;84,37258;1,14052;plant;Blur;;
1677516212_955190;monitor;hover;86,94895;87,43701;0,48806;;no_warning;;
1677516212_955190;monitor;hover;89,13531;91,4044;2,26909;;no_warning;;
1677516212_955190;monitor;hover;92,14223;92,42088;0,27865;;no_warning;;
1677516212_955190;frame;hover;92,62897;94,5508;1,92183;frame;no_warning;;
1677516212_955190;clipboard;select;88,46732;94,7599;6,29258;;no_warning;;
1677516212_955190;frame;hover;95,17754;95,83061;0,65307;frame;no_warning;;
1677516212_955190;frame;select;95,83061;95,85908;0,02847;frame;no_warning;;
1677516212_955190;frame;hover;96,59692;96,6944;0,09748;frame;no_warning;;
1677516212_955190;monitor;hover;99,04795;99,21526;0,16731;;no_warning;;
1677516212_955190;clipboard;select;97,3632;99,24307;1,87987;;no_warning;;
1677516212_955190;framepin;entering_pin_time;96,44336;106,9416;10,49824;frame;no_warning;;
1677516212_955190;monitor;hover;108,6405;112,4684;3,8279;;no_warning;;
1677516212_955190;clipboard;select;108,2646;114,599;6,3344;;no_warning;;
1677516212_955190;easel;hover;115,5591;116,4505;0,8914;;no_warning;;
1677516212_955190;easel;select;116,4505;116,4939;0,0434;;no_warning;;
1677516212_955190;blackboardpin;beginhighlight;117,0076;127,5044;10,4968;;no_warning;;
1677516212_955190;monitor;hover;131,6395;131,7369;0,0974;;no_warning;;
1677516212_955190;clipboard;select;130,9992;134,6747;3,6755;;no_warning;;
1677516212_955190;clipboard;select;134,8834;134,8975;0,0141;;no_warning;;
1677516212_955190;monitor;select;135,5237;135,5668;0,0431;;no_warning;;
1677516212_955190;monitorpin;beginhighlight;136,2195;141,1344;4,9149;;no_warning;;
1677516212_955190;clipboard;select;143,2088;146,9818;3,773;;no_warning;;
1677516212_955190;clipboard;select;154,1379;156,658;2,5201;;no_warning;;
1677516212_955190;clipboard;select;205,3433;207,9328;2,5895;;no_warning;;
1677516212_955190;microphone;hover;220,7416;221,3678;0,6262;;no_warning;;
1677516212_955190;microphone;hover;221,5073;221,5769;0,0696;;no_warning;;
1677516212_955190;microphone;select;221,5769;221,9806;0,4037;;no_warning;;
1677516212_955190;clipboard;select;245,8707;256,3677;10,497;;no_warning;;
1677516212_955190;interactablepen;hover;270,165;270,4019;0,2369;pen;Blur;;
1677516212_955190;interactablepen;select;270,4019;273,5484;3,1465;pen;Blur;;
1677097055_377007;clipboard;select;44,08755;47,02885;2,9413;;no_warning;;
1677097055_377007;monitor;select;50,44692;51,07127;0,62435;;no_warning;;
1677097055_377007;monitor;select;52,21029;73,03701;20,82672;;no_warning;;
1677097055_377007;monitor;select;73,49527;73,5368;0,04153;;no_warning;;
1677097055_377007;stickynote;hover;75,32741;75,36887;0,04146;;no_warning;;
1677097055_377007;stickynote;hover;75,41078;75,63302;0,22224;;no_warning;;
1677097055_377007;stickynote;select;75,63302;80,65955;5,02653;;no_warning;;
1677097055_377007;stickynote;hover;80,88181;80,9092;0,02739;;no_warning;;
1677097055_377007;stickynote;hover;81,36768;81,52064;0,15296;;no_warning;;
1677097055_377007;monitorpin;beginhighlight;55,76426;84,11697;28,35271;;no_warning;;
1677097055_377007;interactablepen;hover;86,40736;86,67153;0,26417;pen;no_warning;;
1677097055_377007;interactablepen;select;81,82594;88,65686;6,83092;pen;no_warning;;
1677097055_377007;easel;hover;93,00275;93,03011;0,02736;;no_warning;;
1677097055_377007;easel;hover;97,72302;97,90363;0,18061;;no_warning;;
1677097055_377007;frame;select;100,1376;100,1809;0,0433;frame;scaleDown;;
1677097055_377007;frame;select;107,4001;107,4415;0,0414;frame;scaleDown;;
1677097055_377007;frame;select;107,7877;107,8849;0,0972;frame;scaleDown;;
1677097055_377007;framepin;entering_pin_time;100,7621;115,4658;14,7037;frame;scaleDown;;
1677097055_377007;frame;select;116,2572;116,2851;0,0279;frame;scaleDown;;
1677097055_377007;framepin;entering_pin_time;116,673;120,1586;3,4856;frame;scaleDown;;
1677097055_377007;frame;select;122,8102;122,8539;0,0437;frame;scaleDown;;
1677097055_377007;framepin;entering_pin_time;123,1159;126,3232;3,2073;frame;scaleDown;;
1677097055_377007;microphone;hover;131,3646;131,4199;0,0553;;no_warning;;
1677097055_377007;microphone;select;131,4199;131,628;0,2081;;no_warning;;
1677097055_377007;plantselector;select;139,0669;139,1081;0,0412;plant;no_warning;;
1677097055_377007;plantselector;hover;134,1676;139,1081;4,9405;plant;no_warning;;
1677097055_377007;lightswitch;hover;142,1516;142,1934;0,0418;light;scaleDown;;
1677097055_377007;lightswitch;select;142,1934;142,3044;0,111;light;scaleDown;;
1677097055_377007;easel;hover;145,4564;146,9007;1,4443;;no_warning;;
1677097055_377007;easel;select;146,9007;146,9175;0,0168;;no_warning;;
1677097055_377007;blackboardpin;beginhighlight;147,4134;152,1626;4,7492;;no_warning;;
1678211131_946015;monitor;hover;41,3203;42,02611;0,70581;;no_warning;;
1678211131_946015;lightswitch;hover;60,92384;61,84268;0,91884;light;no_warning;;
1678211131_946015;lightswitch;select;61,84268;62,2038;0,36112;light;no_warning;;
1678211131_946015;plantselector;warningstart;71,00265;71,1814;0,17875;plant;red;;
1678211131_946015;plantselector;warningstart;71,65504;72,22586;0,57082;plant;red;;
1678211131_946015;plantselector;warningstart;72,23969;72,9363;0,69661;plant;red;;
1678211131_946015;plantselector;warningstart;72,95016;75,01089;2,06073;plant;red;;
1678211131_946015;plantselector;warningstart;75,02499;76,04174;1,01675;plant;red;;
1678211131_946015;plantselector;warningstart;76,05559;77,28051;1,22492;plant;red;;
1678211131_946015;plantselector;warningstart;77,29445;78,03249;0,73804;plant;red;;
1678211131_946015;plantselector;warningstart;78,06053;78,18578;0,12525;plant;red;;
1678211131_946015;frame;hover;78,45068;78,60405;0,15337;frame;no_warning;;
1678211131_946015;monitor;hover;78,95284;79,57974;0,6269;;no_warning;;
1678211131_946015;plantselector;warningstart;82,26574;82,7383;0,47256;plant;red;;
1678211131_946015;plantselector;select;83,5596;83,65745;0,09785;plant;red;;
1678211131_946015;plantselector;hover;71,00265;83,65745;12,6548;plant;red;;
1678211131_946015;monitor;hover;88,23917;88,46204;0,22287;;no_warning;;
1678211131_946015;interactablepen;hover;90,31263;90,77198;0,45935;pen;red;;
1678211131_946015;interactablepen;select;90,77198;93,24915;2,47717;pen;red;;
1678211131_946015;interactablepen;halo_on;90,20197;93,9039;3,70193;pen;red;;
1678211131_946015;monitor;hover;102,8986;103,4973;0,5987;;no_warning;;
1678211131_946015;frame;hover;103,7611;103,8862;0,1251;frame;no_warning;;
1678211131_946015;frame;hover;105,362;105,5154;0,1534;frame;no_warning;;
1678211131_946015;monitor;hover;105,8224;106,1565;0,3341;;no_warning;;
1678211131_946015;easel;hover;106,6714;107,994;1,3226;;no_warning;;
1678211131_946015;easel;select;107,994;108,106;0,112;;no_warning;;
1678211131_946015;blackboardpin;beginhighlight;108,7733;112,5749;3,8016;;no_warning;;
1678211131_946015;frame;hover;119,9944;121,345;1,3506;frame;no_warning;;
1678211131_946015;frame;select;121,345;121,4572;0,1122;frame;no_warning;;
1678211131_946015;framepin;entering_pin_time;122,0126;126,594;4,5814;frame;no_warning;;
1678211131_946015;monitor;hover;131,7592;133,04;1,2808;;no_warning;;
1678211131_946015;monitor;select;133,04;133,0973;0,0573;;no_warning;;
1678211131_946015;monitor;hover;133,318;133,6937;0,3757;;no_warning;;
1678211131_946015;monitorpin;beginhighlight;133,8749;137,3697;3,4948;;no_warning;;
1678211131_946015;stickynote;select;144,6367;148,2846;3,6479;;no_warning;;
1678211131_946015;stickynote;select;149,7045;152,2655;2,561;;no_warning;;
1678211131_946015;stickynote;select;153,4768;155,9964;2,5196;;no_warning;;
1678211131_946015;stickynote;select;157,2491;160,4374;3,1883;;no_warning;;
1678211131_946015;microphone;hover;170,253;170,5036;0,2506;;no_warning;;
1674836730_168563;monitor;hover;80,55695;82,22091;1,66396;;no_warning;;
1674836730_168563;clipboard;hover;83,11107;83,26448;0,15341;;no_warning;;
1674836730_168563;monitor;hover;85,74478;86,08038;0,3356;;no_warning;;
1674836730_168563;frame;hover;86,22901;87,80325;1,57424;frame;Blur;;
1674836730_168563;monitor;hover;89,22439;89,23853;0,01414;;no_warning;;
1674836730_168563;monitor;hover;89,61398;90,36559;0,75161;;no_warning;;
1674836730_168563;frame;hover;90,57492;91,3129;0,73798;frame;Blur;;
1674836730_168563;monitor;hover;91,50747;91,54891;0,04144;;no_warning;;
1674836730_168563;monitor;hover;91,63263;91,93918;0,30655;;no_warning;;
1674836730_168563;frame;hover;92,0647;92,55202;0,48732;frame;Blur;;
1674836730_168563;monitor;hover;92,64923;92,91475;0,26552;;no_warning;;
1674836730_168563;easel;select;83,26448;94,51485;11,25037;;no_warning;;
1674836730_168563;blackboardpin;beginhighlight;94,96015;102,7572;7,79705;;no_warning;;
1674836730_168563;monitor;hover;104,1079;104,9429;0,835;;no_warning;;
1674836730_168563;frame;hover;105,1796;105,542;0,3624;frame;Blur;;
1674836730_168563;lightswitch;hover;108,451;108,5628;0,1118;light;Blur;;
1674836730_168563;lightswitch;select;108,5628;108,7996;0,2368;light;Blur;;
1674836730_168563;stickynote;hover;114,6465;114,8832;0,2367;;no_warning;;
1674836730_168563;stickynote;select;114,8832;116,7632;1,88;;no_warning;;
1674836730_168563;stickynote;select;117,5285;119,1291;1,6006;;no_warning;;
1674836730_168563;stickynote;hover;119,6718;119,9372;0,2654;;no_warning;;
1674836730_168563;stickynote;select;119,9372;122,0528;2,1156;;no_warning;;
1674836730_168563;monitor;hover;122,902;122,9856;0,0836;;no_warning;;
1674836730_168563;frame;hover;123,4307;123,5566;0,1259;frame;Blur;;
1674836730_168563;plantselector;select;134,5816;134,6232;0,0416;plant;no_warning;;
1674836730_168563;plantselector;hover;112,279;134,6232;22,3442;plant;no_warning;;
1674836730_168563;monitor;hover;137,2687;137,5891;0,3204;;no_warning;;
1674836730_168563;monitor;hover;137,7006;137,7979;0,0973;;no_warning;;
1674836730_168563;monitor;hover;137,8815;138,2433;0,3618;;no_warning;;
1674836730_168563;frame;hover;138,4238;143,6169;5,1931;frame;Blur;;
1674836730_168563;frame;select;143,6169;143,6334;0,0165;frame;Blur;;
1674836730_168563;frame;hover;145,5932;145,9278;0,3346;frame;Blur;;
1674836730_168563;frame;hover;150,3404;150,7446;0,4042;frame;Blur;;
1674836730_168563;framepin;entering_pin_time;144,0892;151,4965;7,4073;frame;Blur;;
1674836730_168563;monitor;hover;153,6129;154,9777;1,3648;;no_warning;;
1674836730_168563;monitor;hover;156,0491;161,6184;5,5693;;no_warning;;
1674836730_168563;monitor;select;161,6184;161,662;0,0436;;no_warning;;
1674836730_168563;monitorpin;beginhighlight;162,2021;165,8912;3,6891;;no_warning;;
1674836730_168563;clipboard;hover;168,3697;168,5793;0,2096;;no_warning;;
1674836730_168563;interactablepen;hover;172,6019;172,741;0,1391;pen;no_warning;;
1674836730_168563;interactablepen;select;168,5793;175,1637;6,5844;pen;no_warning;;
1674836730_168563;microphone;hover;181,2747;181,4141;0,1394;;no_warning;;
1674836730_168563;microphone;select;181,4141;181,7064;0,2923;;no_warning;;
1674836730_168563;clipboard;hover;185,646;185,7711;0,1251;;no_warning;;
1678188826_569145;monitor;hover;101,8521;104,1073;2,2552;;no_warning;;
1678188826_569145;monitor;hover;104,9993;105,5146;0,5153;;no_warning;;
1678188826_569145;monitor;hover;107,3525;113,9381;6,5856;;no_warning;;
1678188826_569145;monitor;select;105,9188;113,9664;8,0476;;no_warning;;
1678188826_569145;monitor;hover;114,2023;114,9821;0,7798;;no_warning;;
1678188826_569145;stickynote;hover;115,5526;116,1656;0,613;;no_warning;;
1678188826_569145;clipboard;select;116,4444;117,5859;1,1415;;no_warning;;
1678188826_569145;stickynote;hover;117,7808;118,1831;0,4023;;no_warning;;
1678188826_569145;monitorpin;beginhighlight;115,2608;122,9039;7,6431;;no_warning;;
1678188826_569145;stickynote;select;118,1831;128,4872;10,3041;;no_warning;;
1678188826_569145;interactablepen;hover;136,3911;136,5172;0,1261;pen;red;;
1678188826_569145;interactablepen;select;136,5172;141,3076;4,7904;pen;red;;
1678188826_569145;interactablepen;halo_on;136,1137;141,7676;5,6539;pen;red;;
1678188826_569145;easel;select;147,9758;148,0039;0,0281;;no_warning;;
1678188826_569145;frame;hover;157,3727;157,7628;0,3901;frame;no_warning;;
1678188826_569145;frame;select;150,4132;157,7906;7,3774;frame;no_warning;;
1678188826_569145;framepin;entering_pin_time;148,4488;164,4184;15,9696;frame;no_warning;;
1678188826_569145;microphone;hover;168,9296;169,0555;0,1259;;no_warning;;
1678188826_569145;microphone;select;169,0555;169,3618;0,3063;;no_warning;;
1678188826_569145;plantselector;warningstart;176,099;176,1869;0,0879;plant;red;;
1678188826_569145;plantselector;warningstart;176,4164;176,4451;0,0287;plant;red;;
1678188826_569145;plantselector;warningstart;176,4586;176,4865;0,0279;plant;red;;
1678188826_569145;plantselector;warningstart;176,5;176,5559;0,0559;plant;red;;
1678188826_569145;plantselector;warningstart;176,5691;176,5836;0,0145;plant;red;;
1678188826_569145;plantselector;warningstart;176,7652;177,0436;0,2784;plant;red;;
1678188826_569145;plantselector;warningstart;177,0578;178,5309;1,4731;plant;red;;
1678188826_569145;plantselector;warningstart;178,5591;178,6018;0,0427;plant;red;;
1678188826_569145;plantselector;warningstart;179,0752;179,1033;0,0281;plant;red;;
1678188826_569145;plantselector;select;179,6186;179,7163;0,0977;plant;red;;
1678188826_569145;plantselector;hover;176,099;179,7163;3,6173;plant;red;;
1678188826_569145;lightswitch;hover;183,7011;184,105;0,4039;light;no_warning;;
1678188826_569145;lightswitch;select;184,105;184,1479;0,0429;light;no_warning;;
1678188826_569145;blackboardpin;beginhighlight;187,6271;193,3356;5,7085;;no_warning;;
1675259131_572466;monitor;hover;31,88576;32,16941;0,28365;;no_warning;;
1675259131_572466;monitor;hover;32,70269;32,80279;0,1001;;no_warning;;
1675259131_572466;clipboard;hover;34,20268;34,86111;0,65843;;no_warning;;
1675259131_572466;monitor;hover;35,76982;36,21936;0,44954;;no_warning;;
1675259131_572466;monitor;hover;38,41874;38,57713;0,15839;;no_warning;;
1675259131_572466;monitor;hover;44,06546;44,50645;0,44099;;no_warning;;
1675259131_572466;frame;hover;66,60118;67,03462;0,43344;frame;no_warning;;
1675259131_572466;frame;hover;67,08443;67,14272;0,05829;frame;no_warning;;
1675259131_572466;stickynote;select;34,86111;68,13434;33,27323;;no_warning;;
1675259131_572466;frame;hover;68,28407;68,98409;0,70002;frame;no_warning;;
1675259131_572466;stickynote;select;69,25903;70,36708;1,10805;;no_warning;;
1675259131_572466;frame;hover;70,95834;72,58282;1,62448;frame;no_warning;;
1675259131_572466;frame;hover;73,29926;74,90717;1,60791;frame;no_warning;;
1675259131_572466;stickynote;select;75,4324;77,24053;1,80813;;no_warning;;
1675259131_572466;monitor;hover;78,38953;78,39785;0,00832;;no_warning;;
1675259131_572466;monitor;hover;78,40607;78,62258;0,21651;;no_warning;;
1675259131_572466;monitor;hover;78,68123;79,03131;0,35008;;no_warning;;
1675259131_572466;monitor;hover;79,04749;81,28992;2,24243;;no_warning;;
1675259131_572466;monitor;select;81,28992;81,31533;0,02541;;no_warning;;
1675259131_572466;monitor;hover;82,04703;82,54717;0,50014;;no_warning;;
1675259131_572466;monitorpin;beginhighlight;81,88081;95,49394;13,61313;;no_warning;;
1675259131_572466;frame;hover;96,16904;96,3524;0,18336;frame;no_warning;;
1675259131_572466;interactablepen;hover;102,5004;102,6838;0,1834;pen;Blur;;
1675259131_572466;interactablepen;select;102,6838;105,35;2,6662;pen;Blur;;
1675259131_572466;frame;hover;111,6965;114,3296;2,6331;frame;no_warning;;
1675259131_572466;frame;select;114,3296;114,3719;0,0423;frame;no_warning;;
1675259131_572466;framepin;entering_pin_time;115,1042;121,0854;5,9812;frame;no_warning;;
1675259131_572466;microphone;hover;126,3109;126,4023;0,0914;;no_warning;;
1675259131_572466;microphone;select;126,4023;126,5525;0,1502;;no_warning;;
1675259131_572466;plantselector;warningstart;130,725;131,275;0,55;plant;Blur;;
1675259131_572466;plantselector;warningstart;131,2834;131,3664;0,083;plant;Blur;;
1675259131_572466;plantselector;warningstart;131,3749;131,3917;0,0168;plant;Blur;;
1675259131_572466;plantselector;warningstart;131,4167;131,4415;0,0248;plant;Blur;;
1675259131_572466;plantselector;warningstart;131,4579;131,7498;0,2919;plant;Blur;;
1675259131_572466;plantselector;warningstart;131,7581;135,9643;4,2062;plant;Blur;;
1675259131_572466;plantselector;warningstart;135,973;135,9977;0,0247;plant;Blur;;
1675259131_572466;plantselector;select;136,7146;136,7476;0,033;plant;Blur;;
1675259131_572466;plantselector;hover;130,725;136,7476;6,0226;plant;Blur;;
1675259131_572466;lightswitch;hover;142,2646;142,3564;0,0918;light;no_warning;;
1675259131_572466;lightswitch;select;142,3564;142,5227;0,1663;light;no_warning;;
1675259131_572466;easel;hover;146,6218;147,7213;1,0995;;no_warning;;
1675259131_572466;easel;select;147,7213;147,7554;0,0341;;no_warning;;
1675259131_572466;blackboardpin;beginhighlight;148,3376;151,3872;3,0496;;no_warning;;
1678397887_112896;monitor;hover;28,0655;29,0372;0,9717;;no_warning;;
1678397887_112896;monitor;hover;29,06475;29,83097;0,76622;;no_warning;;
1678397887_112896;monitor;hover;29,88758;30,0123;0,12472;;no_warning;;
1678397887_112896;monitor;hover;30,89;33,20299;2,31299;;no_warning;;
1678397887_112896;clipboard;select;30,33324;33,64811;3,31487;;no_warning;;
1678397887_112896;lightswitch;hover;36,6556;36,75249;0,09689;light;scaleDown;;
1678397887_112896;lightswitch;hover;36,97546;37,69948;0,72402;light;scaleDown;;
1678397887_112896;lightswitch;select;37,69948;38,50694;0,80746;light;scaleDown;;
1678397887_112896;clipboard;select;42,18257;44,80016;2,61759;;no_warning;;
1678397887_112896;monitor;hover;45,17595;45,45397;0,27802;;no_warning;;
1678397887_112896;frame;hover;45,57966;45,71886;0,1392;frame;scaleDown;;
1678397887_112896;plantselector;select;51,08935;51,13164;0,04229;plant;no_warning;;
1678397887_112896;plantselector;hover;46,0798;51,13164;5,05184;plant;no_warning;;
1678397887_112896;interactablepen;hover;55,6298;56,03362;0,40382;pen;no_warning;;
1678397887_112896;interactablepen;select;56,03362;58,05296;2,01934;pen;no_warning;;
1678397887_112896;easel;hover;62,66032;64,13312;1,4728;;no_warning;;
1678397887_112896;easel;select;64,13312;64,17676;0,04364;;no_warning;;
1678397887_112896;blackboardpin;beginhighlight;64,69025;71,7648;7,07455;;no_warning;;
1678397887_112896;monitor;hover;73,12926;73,29654;0,16728;;no_warning;;
1678397887_112896;clipboard;select;74,1316;77,02778;2,89618;;no_warning;;
1678397887_112896;monitor;hover;77,50092;77,77881;0,27789;;no_warning;;
1678397887_112896;frame;hover;77,97412;79,04607;1,07195;frame;scaleDown;;
1678397887_112896;frame;select;79,04607;79,08998;0,04391;frame;scaleDown;;
1678397887_112896;framepin;entering_pin_time;79,83941;86,98061;7,1412;frame;scaleDown;;
1678397887_112896;monitor;hover;89,66816;90,0297;0,36154;;no_warning;;
1678397887_112896;monitor;select;90,0297;90,12817;0,09847;;no_warning;;
1678397887_112896;monitorpin;beginhighlight;90,68394;95,62699;4,94305;;no_warning;;
1678397887_112896;stickynote;select;98,20249;99,52537;1,32288;;no_warning;;
1678397887_112896;microphone;hover;103,2971;103,478;0,1809;;no_warning;;
1678397887_112896;microphone;select;103,478;104,1321;0,6541;;no_warning;;
1678273456_383378;monitor;hover;32,29263;32,58375;0,29112;;no_warning;;
1678273456_383378;stickynote;hover;35,83302;36,05578;0,22276;;no_warning;;
1678273456_383378;monitor;hover;37,80426;37,846;0,04174;;no_warning;;
1678273456_383378;stickynote;select;36,05578;39,16556;3,10978;;no_warning;;
1678273456_383378;monitor;hover;39,77622;39,80416;0,02794;;no_warning;;
1678273456_383378;stickynote;hover;39,80416;39,99859;0,19443;;no_warning;;
1678273456_383378;stickynote;select;39,99859;40,52629;0,5277;;no_warning;;
1678273456_383378;monitor;hover;40,95686;41,03997;0,08311;;no_warning;;
1678273456_383378;clipboard;hover;41,70647;41,98428;0,27781;;no_warning;;
1678273456_383378;clipboard;select;41,98428;42,94221;0,95793;;no_warning;;
1678273456_383378;stickynote;hover;44,16407;44,58062;0,41655;;no_warning;;
1678273456_383378;stickynote;select;44,58062;45,62217;1,04155;;no_warning;;
1678273456_383378;lightswitch;hover;46,20527;48,36919;2,16392;light;no_warning;;
1678273456_383378;lightswitch;select;48,36919;48,5495;0,18031;light;no_warning;;
1678273456_383378;monitor;hover;51,95327;52,3421;0,38883;;no_warning;;
1678273456_383378;frame;hover;52,85427;53,71536;0,86109;frame;no_warning;;
1678273456_383378;plantselector;warningstart;54,11832;54,13327;0,01495;plant;popup;;
1678273456_383378;plant_popup;hover;54,11832;55,61753;1,49921;plant;popup;;
1678273456_383378;plantselector;warningstart;55,6446;56,03391;0,38931;plant;popup;;
1678273456_383378;plantselector;warningstart;56,06221;56,10356;0,04135;plant;popup;;
1678273456_383378;plantselector;warningstart;56,11754;56,67223;0,55469;plant;popup;;
1678273456_383378;plantselector;warningstart;56,71422;56,75612;0,0419;plant;popup;;
1678273456_383378;plantselector;warningstart;56,76943;56,82594;0,05651;plant;popup;;
1678273456_383378;plantselector;warningstart;56,93645;57,6436;0,70715;plant;popup;;
1678273456_383378;plantselector;warningstart;57,65773;57,74079;0,08306;plant;popup;;
1678273456_383378;plantselector;warningstart;57,7555;57,79637;0,04087;plant;popup;;
1678273456_383378;plantselector;select;59,17129;59,18613;0,01484;plant;popup;;
1678273456_383378;plantselector;hover;55,6446;59,18613;3,54153;plant;popup;;
1678273456_383378;pen_popup;beginhighlight;64,30645;64,82128;0,51483;pen;popup;;
